Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access
Anaya,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,Medium
Siya,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,Medium
Diya,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,High
Myra,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,No,,Laptop,Medium
Aadhya,"Fazl Ali College, Mokokchung ",Arts,4,ChatGPT,2.2,"Assignments, Coding Help",2,0,No,ChatGPT,1,No,,Mobile,Medium
Riya,"Osteen College, Bangalore ",Hotel-management,2,"ChatGPT, Copilot",3.8,Content Writing,4,-2,Yes,Copilot,6,Yes,,Mobile,Poor
Pari,Indira Gandhi Institute of Aeronautics ,Management,2,ChatGPT,1.3,"Assignments, Coding Help",4,3,No,ChatGPT,10,Yes,,Mobile,Medium
Anika,Institute of Science and Management ,Agriculture,4,Copilot,2.6,"MCQ Practice, Projects",4,2,No,Copilot,9,Yes,,Tablet,Medium
Ira,"Gurugram University, Gurgaon ",Arts,1,Copilot,1.0,Content Writing,2,2,No,Copilot,10,No,,Mobile,High
Meera,Baba Balak Nath Post Graduate College ,Science,2,"ChatGPT, Copilot",1.5,Content Writing,4,3,Yes,Gemini,5,Yes,,Mobile,Poor
Saanvi,National Institute of Food Technology Entrepreneurship and ,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,No,Copilot,1,No,,Mobile,Poor
Navya,National Institute of Food Technology Entrepreneurship and ,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,No,Copilot,1,No,,Mobile,Poor
Aarohi,Delhi Technical Campus ,Hotel-management,2,"ChatGPT, Gemini, Copilot",4.2,"Exam Prep, Notes",3,1,No,Other,1,Yes,,Tablet,Medium
Prisha,"Indian Institute of Information Technology [IIIT], Kottayam ",Engineering,4,"ChatGPT, Gemini, Copilot",4.0,"Exam Prep, Notes",2,1,Yes,Copilot,7,Yes,,Mobile,Poor
Ishita,Maharishi Markandeshwar ,Engineering,3,ChatGPT,2.9,"Doubt Solving, Resume Writing",4,0,Yes,ChatGPT,8,Yes,,Tablet,High
Rakhi,"Vanijya Mahavidhyalaya, Patna ",Management,4,"ChatGPT, Copilot",2.3,Content Writing,1,-1,No,ChatGPT,10,Yes,,Tablet,High
Ramya,Pt. Ravishankar Shukla University ,Law,2,Copilot,1.9,"Doubt Solving, Resume Writing",4,-3,No,ChatGPT,10,Yes,,Laptop,Medium
Sneha,"Government Degree College, Baramulla ",Commerce,4,"ChatGPT, Copilot",3.0,"Assignments, Coding Help",5,-1,No,Gemini,4,Yes,,Laptop,High
Divya,"Shangrila Institute of Hotel Management and Aviation, ",Hotel-management,2,"Gemini, Midjourney",1.1,"Assignments, Coding Help",5,1,No,Other,6,Yes,,Laptop,Poor
Neha,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,,Mobile,Poor
Pooja,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,,Mobile,Medium
Kavya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,,Mobile,Poor
Aishwarya,"Udai Pratap College, Varanasi ",Agriculture,1,"ChatGPT, Gemini, Copilot",4.4,Content Writing,5,-2,No,Gemini,6,Yes,,Laptop,Medium
Shreya,"Madanapalle Institute of Technology & Science, Madanapalle ",Arts,1,"ChatGPT, Gemini, Copilot",0.6,"Assignments, Coding Help",2,-3,No,Other,8,Yes,,Tablet,Medium
Nandini,Royal Global University ,Science,3,ChatGPT,2.6,"Assignments, Coding Help",1,-3,Yes,Copilot,8,Yes,,Laptop,Poor
Aarav,"Goa University, North Goa ",Law,2,"Gemini, Midjourney",3.2,Content Writing,4,1,No,Other,8,Yes,,Laptop,Poor
Vivaan,Sri Ramakrishna Engineering College ,Engineering,1,"ChatGPT, Copilot",3.2,Learning new topics,5,3,Yes,Gemini,6,Yes,,Tablet,Poor
Aditya,Sarala Birla University ,Engineering,3,"ChatGPT, Copilot",2.9,"Doubt Solving, Resume Writing",2,2,No,Gemini,10,Yes,,Laptop,Poor
Vihaan,Dr. C.V. Raman University ,Management,2,"Gemini, Midjourney",2.2,"Doubt Solving, Resume Writing",2,-2,No,Gemini,8,No,,Tablet,High
Arjun,GH Raisoni College of Engineering ,Engineering,2,"ChatGPT, Copilot",3.4,"MCQ Practice, Projects",1,2,Yes,Other,2,No,,Laptop,Medium
Sai,"Aizawl Theological College-[ATC], Aizawl ",Arts,3,ChatGPT,1.8,"MCQ Practice, Projects",1,-1,No,Copilot,1,No,,Mobile,Medium
Reyansh,Chhatrapati Shahu Ji Maharaj University ,Commerce,3,Copilot,1.8,"Assignments, Coding Help",1,0,Yes,Other,5,No,,Tablet,Medium
Ayaan,"St Xavier's College, Ahmedabad ",Commerce,4,"Gemini, Midjourney",1.1,Learning new topics,2,-2,Yes,ChatGPT,9,No,,Laptop,Poor
Krishna,"OPJS University, Churu ",Pharmacy,3,Gemini,1.4,Learning new topics,5,-3,No,Other,4,Yes,,Mobile,Medium
Ishaan,"Ranchi University, Ranchi ",Commerce,1,Gemini,3.2,Content Writing,1,-3,Yes,Copilot,2,Yes,,Laptop,Poor
Rudra,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,Yes,,Mobile,Medium
Dhruv,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,Yes,,Mobile,High
Kabir,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,Yes,,Mobile,Poor
Atharv,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,Poor
Om,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,High
Anaya,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,High
Siya,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,Poor
Diya,"AVVM Sri Pushpam College, Thanjavur ",Law,4,Copilot,1.0,Content Writing,5,3,Yes,Gemini,6,Yes,,Tablet,Medium
Myra,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,Yes,,Tablet,Medium
Aadhya,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,Yes,,Tablet,Poor
Riya,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,Yes,,Tablet,Poor
Pari,St. Thomas College of Engineering and Technology- ,Engineering,4,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,5,1,Yes,Copilot,1,No,,Laptop,Medium
Anika,Christian College of Engineering and Technology ,Engineering,2,Copilot,2.7,"MCQ Practice, Projects",4,-2,Yes,Other,8,No,,Laptop,Medium
Ira,O. P. Jindal Global University ,Law,4,Gemini,1.4,Content Writing,2,1,No,Gemini,5,No,,Mobile,High
Meera,"Vels Institute of Science, Technology & Advanced ",Medical,4,Gemini,2.5,"Assignments, Coding Help",5,-1,No,Copilot,9,Yes,,Mobile,Poor
Saanvi,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,No,,Tablet,Medium
Navya,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,No,,Tablet,Poor
Aarohi,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,Yes,,Tablet,Poor
Prisha,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,Yes,,Tablet,Poor
Ishita,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,Yes,,Tablet,Poor
Rakhi,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,,Mobile,Poor
Ramya,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Medium
Sneha,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,,Mobile,High
Divya,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Poor
Neha,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Medium
Pooja,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,,Mobile,Medium
Kavya,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,Yes,,Mobile,Poor
Aishwarya,"Presidency University, School of Management, Bangalore ",Management,2,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,4,2,No,ChatGPT,5,No,,Laptop,Medium
Shreya,Horticultural College and Research Institute ,Agriculture,1,"ChatGPT, Gemini, Copilot",1.6,"Exam Prep, Notes",3,2,No,Other,7,No,,Mobile,Medium
Nandini,Indian Institute of Space Science and Technology ,Engineering,3,"Gemini, Midjourney",3.4,"MCQ Practice, Projects",2,-3,No,Other,7,Yes,,Laptop,Medium
Aarav,Tilka Manjhi Bhagalpur University ,Commerce,3,"ChatGPT, Gemini, Copilot",2.2,Content Writing,5,3,No,Copilot,7,No,,Laptop,High
Vivaan,"Shri Shikshayatan College, Kolkata ",Commerce,4,"ChatGPT, Gemini, Copilot",1.9,Content Writing,1,0,No,Gemini,6,No,,Tablet,Medium
Aditya,"IIKM Business School, Chennai ",Management,3,ChatGPT,2.6,"MCQ Practice, Projects",5,-3,Yes,Copilot,5,No,,Laptop,Medium
Vihaan,"Amity University, Mumbai ",Engineering,2,"ChatGPT, Copilot",2.8,"Doubt Solving, Resume Writing",1,-2,No,Other,1,Yes,,Mobile,Medium
Arjun,Sri Guru Ram Das Institute of Dental ,Medical,4,"Gemini, Midjourney",2.8,Content Writing,4,-1,No,Copilot,7,No,,Tablet,Poor
Sai,K L University ,Arts,2,ChatGPT,2.7,"Exam Prep, Notes",4,1,No,Copilot,10,No,,Laptop,Poor
Reyansh,Garden City University ,Hotel-management,3,"ChatGPT, Gemini, Copilot",1.3,Learning new topics,2,-2,Yes,Gemini,6,Yes,,Mobile,Poor
Ayaan,Institute of Management Study ,Hotel-management,4,"ChatGPT, Copilot",3.7,"Exam Prep, Notes",5,-2,Yes,Copilot,9,No,,Mobile,Poor
Krishna,Sun International Institute for Tourism & Management- ,Hotel-management,2,"ChatGPT, Gemini, Copilot",2.5,"Exam Prep, Notes",2,3,No,ChatGPT,8,Yes,,Mobile,Medium
Ishaan,"Directorate of Distance Education, University Of Kashmir, ",Commerce,4,Gemini,0.8,"Exam Prep, Notes",3,2,Yes,ChatGPT,8,Yes,,Laptop,Medium
Rudra,"Lal Bahadur Shastri Government Degree College, Shimla ",Commerce,4,"Gemini, Midjourney",3.8,Content Writing,1,1,No,Gemini,6,Yes,,Laptop,Medium
Dhruv,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,Yes,,Laptop,Medium
Kabir,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,Yes,,Laptop,Medium
Atharv,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,No,,Laptop,Medium
Om,"Vinayakrao Patil Mahavidyalaya, Aurangabad ",Arts,2,"Gemini, Midjourney",1.5,Learning new topics,2,3,No,ChatGPT,9,Yes,,Tablet,Medium
Anaya,SRM Institute of Technology ,Agriculture,2,"ChatGPT, Gemini, Copilot",3.4,"Exam Prep, Notes",5,2,Yes,Gemini,4,No,,Laptop,Medium
Siya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium
Diya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High
Myra,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Poor
Aadhya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium
Riya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor
Pari,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,High
Anika,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Medium
Ira,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor
Meera,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High
Saanvi,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,High
Navya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High
Aarohi,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium
Prisha,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Medium
Ishita,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High
Rakhi,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Poor
Ramya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,Yes,,Laptop,Poor
Sneha,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,High
Divya,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor
Neha,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,,Laptop,Poor
Pooja,Andhra University ,Law,1,ChatGPT,1.6,"Doubt Solving, Resume Writing",3,-2,No,Other,9,Yes,,Tablet,Poor
Kavya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,No,,Mobile,Medium
Aishwarya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,Yes,,Mobile,Poor
Shreya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,Yes,,Mobile,High
Nandini,Osmania Medical College ,Medical,4,"ChatGPT, Gemini, Copilot",1.2,"Exam Prep, Notes",2,-1,No,Other,7,Yes,,Laptop,Medium
Aarav,Sri Venkateswara College of Engineering and Technology ,Engineering,4,"ChatGPT, Copilot",1.0,Learning new topics,3,2,Yes,Gemini,9,No,,Tablet,Medium
Vivaan,"J.C. Bose University Of Science And Technology, ",Science,1,ChatGPT,2.7,"MCQ Practice, Projects",1,1,Yes,Gemini,6,No,,Tablet,High
Aditya,Maharshi Dayanand University ,Arts,3,Copilot,2.2,Learning new topics,2,0,No,Copilot,6,No,,Tablet,Poor
Vihaan,"IEC Group of Institutions, Greater Noida ",Hotel-management,4,"ChatGPT, Gemini, Copilot",2.9,"MCQ Practice, Projects",1,1,Yes,Copilot,10,No,,Tablet,Poor
Arjun,"PCTE Group of Institutes, Ludhiana ",Agriculture,1,"ChatGPT, Gemini, Copilot",0.8,"MCQ Practice, Projects",4,2,No,Copilot,1,No,,Laptop,Poor
Sai,"St Bede's College, Shimla ",Science,1,"ChatGPT, Copilot",1.7,"Exam Prep, Notes",5,0,Yes,ChatGPT,1,Yes,,Tablet,Poor
Reyansh,Jawaharlal Institute of Post Graduate Medical Education and Research ,Medical,4,ChatGPT,4.2,"MCQ Practice, Projects",4,3,No,Gemini,1,Yes,,Laptop,Medium
Ayaan,"DAV College, Jalandhar ",Commerce,4,Gemini,3.8,"Exam Prep, Notes",3,0,Yes,Copilot,6,No,,Laptop,High
Krishna,Nilamber Pitamber University ,Commerce,3,Gemini,2.2,"Doubt Solving, Resume Writing",3,3,No,Copilot,4,No,,Mobile,Medium
Ishaan,Modern Vidya Niketan ,Commerce,2,ChatGPT,1.3,"Assignments, Coding Help",4,0,Yes,Gemini,9,Yes,,Mobile,High
Rudra,"Govt Engineering College, Bilaspur ",Engineering,3,ChatGPT,3.2,"Doubt Solving, Resume Writing",1,0,No,Copilot,10,No,,Laptop,High
Dhruv,"BH College, Barpeta ",Commerce,1,Copilot,3.6,"MCQ Practice, Projects",1,1,Yes,Other,10,Yes,,Tablet,High
Kabir,"The Modern College, Imphal ",Science,1,Gemini,2.8,"Assignments, Coding Help",5,-1,Yes,Other,1,Yes,,Laptop,Medium
Atharv,"KJ Somaiya Institute of Management, Mumbai ",Management,1,"ChatGPT, Gemini, Copilot",3.1,Content Writing,3,-3,Yes,Other,1,Yes,,Laptop,Poor
Om,"LNCT Group of Colleges -[LNCT], Bhopal ",Medical,4,ChatGPT,2.0,Content Writing,1,-2,Yes,Other,7,Yes,,Tablet,Medium
Anaya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High
Siya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,High
Diya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor
Myra,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium
Aadhya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High
Riya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor
Pari,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium
Anika,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,High
Ira,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,High
Meera,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium
Saanvi,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High
Navya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Medium
Aarohi,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Medium
Prisha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor
Ishita,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium
Rakhi,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Medium
Ramya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,Poor
Sneha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Medium
Divya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,Yes,,Tablet,Poor
Neha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,0,Yes,Other,7,No,,Tablet,High
Pooja,"Gaya College, Gaya ",Science,3,Gemini,1.2,Learning new topics,3,3,Yes,Gemini,7,No,,Laptop,Medium
Kavya,"CMJ University, Ri-Bhoi ",Management,2,"ChatGPT, Copilot",0.7,"Assignments, Coding Help",2,-2,No,Gemini,2,No,,Laptop,Poor
Aishwarya,Indian Institute of Horticultural Research ,Agriculture,1,Gemini,4.2,"Exam Prep, Notes",2,0,Yes,Gemini,8,Yes,,Laptop,Poor
Shreya,"PWS College of Arts & Commerce, Nagpur ",Arts,2,"ChatGPT, Copilot",3.6,"Assignments, Coding Help",1,3,No,ChatGPT,5,No,,Mobile,Poor
Nandini,"SRM University, Amaravathi ",Arts,2,Copilot,1.4,"Doubt Solving, Resume Writing",4,0,Yes,Gemini,10,No,,Laptop,Medium
Aarav,Manav Bharti University ,Science,2,"Gemini, Midjourney",1.6,Content Writing,1,1,Yes,Copilot,1,Yes,,Laptop,Poor
Vivaan,"Medi-Caps University, Indore ",Agriculture,1,"Gemini, Midjourney",0.9,"Assignments, Coding Help",2,-3,Yes,Other,8,No,,Laptop,Poor
Aditya,"Indira Gandhi Technological And Medical Sciences University, Ziro ",Commerce,1,"Gemini, Midjourney",0.7,"Assignments, Coding Help",3,0,Yes,Copilot,4,No,,Laptop,High
Vihaan,Garware Institute of Career Education and Development ,Agriculture,2,Copilot,1.6,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,No,,Laptop,Medium
Arjun,Malla Reddy University ,Agriculture,2,"Gemini, Midjourney",2.7,"Exam Prep, Notes",5,0,Yes,ChatGPT,6,Yes,,Tablet,Medium
Sai,Anugrah Memorial College ,Science,3,Gemini,1.5,"Doubt Solving, Resume Writing",5,-1,Yes,ChatGPT,1,No,,Laptop,Medium
Reyansh,"Faculty of Management Studies, Manav Rachna International ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,3,Yes,Copilot,8,Yes,,Laptop,High
Ayaan,"Faculty of Management Studies, Manav Rachna International ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,3,Yes,Copilot,8,No,,Laptop,High
Krishna,Rajagiri Business School ,Management,3,"ChatGPT, Gemini, Copilot",1.2,Learning new topics,2,-1,No,Copilot,5,Yes,,Mobile,Poor
Ishaan,Institute of Rural Management ,Management,3,ChatGPT,4.1,Learning new topics,3,1,No,Other,6,No,,Tablet,Medium
Rudra,Institute of Rural Management ,Management,3,ChatGPT,4.1,Learning new topics,3,1,No,Other,6,Yes,,Tablet,Poor
